-0.01 -0.007 -0.001 -0.003 -0.001 -0.005 0.001 0.0 -0.001 0.004 0.002 0.004 0.006 0.006 0.003 0.006 0.0 0.001 0.002 -0.001 0.003 -0.001 0.002 0.004 0.005 0.005 -0.002 0.003 0.0 -0.003 0.002 0.003 0.003 0.002 0.0 -0.001 0.004 0.001 -0.002 0.001 0.003 0.001 0.002 0.002 -0.001 0.0 0.001 0.003 -0.002 0.002 0.003 0.002 0.001 0.002 -0.005 0.006 0.003 0.003 0.003 0.002 -0.005 0.005 0.002 0.001 0.001 0.004 0.003 0.0 -0.001 0.004 0.003 -0.002 0.003 -0.001 0.0 -0.002 -0.001 -0.002 0.005 0.003 0.001 -0.005 0.0 0.003 0.002 0.006 -0.001 -0.002 0.001 -0.006 0.006 0.005 0.002 0.003 -0.003 0.004 0.003 0.006 0.0 0.005 0.002 0.006 0.003 0.0 -0.001 0.002 0.0 0.004 0.001 -0.001 0.004 0.003 0.0
-0.006 -0.007 -0.005 -0.006 -0.001 -0.002 0.003 0.001 0.005 0.003 0.004 0.004 0.004 0.001 0.003 0.003 0.003 0.001 -0.001 0.001 0.002 0.001 0.003 0.001 0.002 0.004 0.0 0.003 0.004 0.003 0.001 0.001 0.002 0.002 0.003 0.001 0.001 0.003 0.003 0.002 0.003 0.002 0.001 0.002 0.002 0.002 0.001 0.002 0.001 0.002 0.001 0.002 0.001 0.002 0.002 0.001 0.0 0.1 0.0 0.001 0.003 0.002 0.002 0.002 0.001 0.002 0.0 0.003 0.001 0.001 0.001 0.001 -0.001 0.002 0.0 0.001 0.002 0.003 0.001 0.003 0.001 0.003 0.002 0.001 0.001 0.002 0.002 0.003 0.007 0.001 0.004 0.002 0.002 0.004 0.001 0.001 0.001 0.001 0.004 0.002 0.008 0.007 0.002 0.004 0.001 0.002 0.001 0.001 0.0 0.0 -0.002 0.0 0.0
0.073 0.08 0.081 0.082 0.085 0.086 0.086 0.087 0.083 0.083 0.084 0.085 0.082 0.082 0.082 0.081 0.081 0.079 0.081 0.081 0.08 0.078 0.076 0.076 0.077 0.077 0.077 0.076 0.074 0.074 0.073 0.073 0.072 0.073 0.075 0.075 0.075 0.074 0.072 0.073 0.073 0.072 0.073 0.073 0.073 0.074 0.072 0.071 0.07 0.07 0.072 0.072 0.071 0.071 0.072 0.071 0.069 0.069 0.069 0.072 0.07 0.07 0.069 0.069 0.07 0.071 0.07 0.07 0.068 0.065 0.066 0.066 0.066 0.068 0.068 0.068 0.068 0.068 0.068 0.07 0.071 0.07 0.071 0.071 0.072 0.073 0.071 0.071 0.069 0.068 0.069 0.07 0.07 0.07 0.068 0.069 0.068 0.066 0.067 0.065 0.066 0.065 0.063 0.062 0.062 0.063 0.059 0.057 0.059 0.058 0.058 0.058 0.058
-0.0036 0.0053 0.0027 0.0009 0.0044 0.0 0.0 0.0009 0.0026 0.0009 0.0044 -0.0035 0.0009 0.007 -0.0017 0.0026 0.0035 -0.0009 -0.0009 0.0009 0.0017 0.0043 0.0 -0.0026 0.0 0.0017 0.0069 0.0017 0.0051 -0.0059 0.0017 0.0043 0.0051 0.0025 0.0008 -0.0051 0.0017 0.0042 0.0025 0.0042 0.0017 -0.0042 -0.0008 0.0034 0.0017 0.0025 0.0 -0.0058 0.0008 0.0084 0.0025 0.001 0.002 0.0092 0.0 0.002 0.002 0.0016 -0.001 -0.004 0.0024 0.007 0.003 0.002 0.017 -0.001 -0.001 0.0049 0.002 0.003 -0.0024 -0.003 0.002 0.006 0.006 0.001 0.004 0.0 0.0 0.002 0.002 0.003 -0.003 -0.004 0.003 0.005 0.007 0.002 0.003 0.0 0.0 0.0 0.002 0.002 -0.005 -0.003 0.005 0.004 0.003 0.0 0.001 -0.001 -0.001 0.0 0.002 0.003 -0.001 -0.004 0.007 0.007 0.002 0.001 0.0
-0.0026 0.0071 0.0018 -0.0009 0.007 0.0035 -0.0035 0.0 0.0 -0.0009 0.0052 -0.0035 0.0026 0.0043 0.0 0.0035 0.0026 -0.0009 0.0052 -0.0009 0.0017 0.0043 0.0009 0.0 0.0026 0.0025 0.011 0.0034 0.0067 -0.0066 0.0017 0.0025 0.0025 0.0017 0.0008 -0.0058 0.0042 0.0041 0.0041 0.0041 -0.0008 -0.0041 -0.0008 0.0025 0.0016 0.0016 -0.0025 -0.0057 0.0008 0.0115 0.0016 -0.0016 -0.0049 0.0074 0.0008 0.0 0.0016 -0.0024 0.0 -0.0024 0.0033 0.0081 0.0056 0.0032 0.0048 0.0008 -0.0016 0.0 0.0008 0.0008 -0.004 -0.0072 -0.0016 0.0088 0.0072 -0.0008 0.0055 0.0024 0.0008 0.0 -0.0016 0.0008 -0.0008 -0.0047 0.0024 0.0024 0.0063 0.0031 0.0039 0.0023 -0.0015 -0.0016 0.0 0.0023 -0.0039 -0.0016 0.0086 0.0015 0.0015 0.0038 0.0008 -0.0008 0.0 0.0008 0.0023 0.0008 0.0031 -0.0038 0.0069 0.0061 0.003 0.003 0.0
-0.0993 0.0126 0.111 -0.0179 -0.142 -0.0055 -0.143 -0.1985 -0.0927 0.043 -0.0201 -0.0246 0.0799 0.1395 -0.1178 -0.0213 -0.0702 -0.1131 -0.218 -0.2207 -0.2333 -0.1712 -0.0134 0.1895 0.0116 -0.0021 -0.0417 -0.0857 -0.0814 -0.1368 -0.0539 -0.0487 0.1246 -0.0487 0.1167 0.2687 -0.0072 -0.0046 -0.0493 -0.0703 -0.166 -0.175 -0.2903 -0.1514 -0.0733 -0.0203 -0.1925 -0.0016 -0.074 -0.0799 -0.0241 -0.1015 -0.1362 -0.0106 -0.1176 -0.0659 -0.0303 -0.0446 -0.1442 -0.1658 -0.0748 0.029 0.1249 -0.0961 0.0576 0.1831 0.2195 -0.061 0.0307 -0.0327 -0.0644 -0.0335 -0.2451 -0.2215 -0.3853 -0.2992 -0.3374 -0.0811 -0.0593 -0.2534 -0.2323 -0.276 -0.1587 -0.0631 -0.0628 -0.1908 -0.3176 -0.3317 -0.3277 -0.3966 -0.2185 -0.1992 -0.4375 -0.102 0.1012 0.0447 0.0421 -0.0972 -0.0936 -0.037 -0.1359 -0.3602 -0.2983 -0.3181 -0.254 -0.1551 -0.271 -0.3186 -0.1938 -0.2932 -0.414 -0.414 -0.414
0.019 0.002 0.003 -0.008 0.012 0.01 -0.006 0.008 0.01 0.008 -0.003 0.004 0.007 0.005 0.021 -0.02 -0.002 0.001 -0.001 0.005 0.006 0.008 0.0 -0.002 -0.003 0.004 0.0 0.003 0.001 0.007 -0.006 0.005 0.01 0.01 0.0 -0.002 0.005 -0.002 0.004 -0.005 0.003 -0.004 0.0 0.0 0.0 0.0 0.008 -0.016 0.0 0.0 0.007 0.005 0.019 -0.012 0.005 0.002 0.01 0.002 0.008 -0.022 0.014 0.001 -0.002 0.008 0.004 0.006 0.0 -0.001 0.01 0.0 0.008 -0.013 -0.012 0.013 0.001 -0.002 0.004 0.0 0.002 0.007 0.001 -0.003 0.015 -0.023 0.021 0.015 -0.013 0.001 0.001 -0.003 0.003 -0.003 0.006 0.006 0.007 -0.01 0.013 -0.001 0.012 0.003 0.011 0.005 -0.002 -0.007 -0.006 0.014 0.003 -0.008 0.001 0.003 0.008 0.0 0.0
15.4 13.46 15.47 11.74 12.84 14.07 13.21 15.04 15.01 15.7 15.8 17.45 18.63 19.67 19.73 20.17 18.9 18.93 18.9 18.33 18.64 16.79 18.7 17.15 17.04 18.19 18.88 17.9 18.36 19.74 20.51 18.47 20.59 20.76 18.11 20.02 19.7 20.11 21.56 24.49 21.14 22.27 20.85 22.49 22.02 20.41 19.61 19.8 16.06 18.07 18.4 17.49 20.02 19.96 19.29 18.03 19.36 19.83 19.22 18.97 18.03 19.2 15.7 19.48 19.83 19.82 20.0 19.2 19.73 18.36 19.56 18.06 18.73 15.6 18.97 18.18 20.2 20.28 19.3 21.69 23.07 19.8 21.19 17.3 16.59 21.26 20.43 19.15 18.86 21.83 19.84 18.27 22.06 19.29 18.4 20.7 20.74 21.02 25.37 21.41 19.47 21.27 22.23 22.32 21.71 22.28 25.22 21.7 21.62 22.97 22.52 21.44 19.56
43.44 43.32 46.54 50.18 57.3 68.61 64.44 72.51 67.65 72.77 76.66 74.46 76.17 73.75 78.83 84.82 75.95 74.76 75.58 77.04 77.84 82.67 85.28 91.45 96.52 103.72 114.64 123.26 114.99 113.83 116.97 110.22 112.83 109.55 110.77 107.87 110.69 119.33 125.45 119.75 110.34 95.16 102.62 113.36 112.86 111.71 109.06 109.49 112.96 116.05 108.47 102.25 102.56 102.92 107.93 111.28 111.6 109.08 107.79 110.76 108.12 108.9 107.48 107.76 109.54 111.8 106.77 101.61 97.09 87.43 79.44 62.34 47.76 58.1 55.89 59.52 64.08 61.48 56.56 46.52 47.62 48.43 44.27 38.01 30.7 32.18 38.21 41.58 46.74 48.25 44.95 45.84 46.57 49.52 44.73 53.31 54.58 54.87 51.59 52.31 50.33 46.37 48.48 51.7 56.15 57.51 62.71 64.37 69.08 65.32 66.02 72.11 76.98
41.71 39.09 47.94 49.65 59.03 69.64 64.15 71.05 69.41 75.72 77.99 74.47 78.33 76.39 81.2 84.29 73.74 75.34 76.32 76.6 75.24 81.89 84.25 89.15 89.17 88.58 102.86 109.53 100.9 96.26 97.3 86.33 85.52 86.32 97.16 98.56 100.27 102.2 106.16 103.32 94.66 82.3 87.9 94.13 94.51 89.49 86.53 87.86 94.76 95.31 92.94 92.02 94.51 95.77 104.67 106.57 106.29 100.54 93.86 97.63 94.62 100.82 100.8 102.07 102.18 105.79 103.59 96.54 93.21 84.4 75.79 59.29 47.22 50.58 47.82 54.45 59.27 59.82 50.9 42.87 45.48 46.22 42.44 37.19 31.68 30.32 37.55 40.75 46.71 48.76 44.65 44.72 45.18 49.78 45.66 51.97 52.5 53.47 49.33 51.06 48.48 45.18 46.63 48.04 49.82 51.58 56.64 57.88 63.7 62.23 62.73 66.25 69.98
